29,100.0,0.0,70.67,0.006185567,1,0,0,485,0,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0.0,40.54,0.0,0,0,0,0,12,False,False,False,True,False,False,False,False,False,False,True
20,65.0,10.0,40.0,0.0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True
22,36.36363636,0.0,45.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
6,33.33333333,0.0,131.02,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,False,True,False
39,0.0,0.0,40.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
45,8.888888889,4.444444444,51.76,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
14,100.0,7.142857143,40.02,0.0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False
29,3.448275862,3.448275862,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
35,80.0,8.571428571,53.09,0.029411765,0,0,0,102,0,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,57.14,0.222222222,0,0,0,9,-672,False,True,False,False,False,False,False,False,False,True,False
23,4.347826087,4.347826087,29.0,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
35,60.0,11.42857143,17.54,0.133333333,0,0,0,15,-30,False,True,False,False,False,False,False,False,True,False,False
16,37.5,12.5,55.8,0.0,1,0,0,0,-21,False,False,False,False,False,False,True,False,True,False,False
45,0.0,0.0,20.99,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
41,4.87804878,0.0,83.49,0.166666667,0,0,0,12,-654,False,False,False,False,False,False,True,False,False,True,False
47,10.63829787,0.0,43.77,0.019230769,0,0,0,208,-2,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,56.26,0.03703703704,1,0,0,540,0,True,False,False,False,False,False,False,False,True,False,False
43,6.976744186,0.0,46.67,0.0,0,0,0,0,-68,True,False,False,False,False,False,False,False,True,False,False
35,20.0,11.42857143,58.7,0.0,1,0,0,0,-38,False,True,False,False,False,False,False,False,False,False,True
19,36.84210526,15.78947368,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0.0,47.23,0.0,0,0,0,0,-6,False,True,False,False,False,False,False,False,False,True,False
37,16.21621622,0.0,40.02,0.0,1,1,0,0,-7,False,False,False,False,True,False,False,False,False,True,False
24,0.0,0.0,35.0,0.0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False
11,72.72727273,0.0,57.82,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
19,21.05263158,0.0,55.28,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
35,0.0,0.0,40.0,0.0,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
47,6.382978723,0.0,70.1,0.086956522,1,0,0,184,0,False,False,False,False,False,False,True,False,False,True,False
49,51.02040816,24.48979592,61.88,0.137931034,1,1,0,203,-43,False,False,False,False,False,False,True,False,False,True,False
16,0.0,0.0,55.95,0.0,0,0,0,0,-5,False,False,False,False,False,True,False,False,False,True,False
45,6.666666667,2.222222222,36.12,0.0,1,0,0,0,-28,False,False,False,False,False,True,False,False,False,False,True
46,8.695652174,4.347826087,83.17,0.006644518272,1,0,0,602,-49,False,True,False,False,False,False,False,False,False,True,False
6,66.66666667,0.0,49.17,0.5,1,0,0,4,0,True,False,False,False,False,False,False,False,True,False,False
45,0.0,0.0,83.11,0.285714286,0,0,0,7,-14,True,False,False,False,False,False,False,False,True,False,False
50,14.0,4.0,72.58,0.008998875,0,0,0,889,-44,False,False,False,False,True,False,False,False,True,False,False
46,17.39130435,8.695652174,102.68,0.0,1,0,0,0,-14,False,False,False,False,True,False,False,True,False,False,False
19,5.263157895,5.263157895,31.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
35,25.71428571,2.857142857,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
40,27.5,0.0,51.88,0.08,0,0,0,25,-6,True,False,False,False,False,False,False,False,True,False,False
9,11.11111111,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
27,14.81481481,3.703703704,55.19,0.0,1,0,0,0,-7,True,False,False,False,False,False,False,False,False,False,True
31,96.77419355,3.225806452,122.24,0.01098901099,0,0,0,1001,-55,False,False,False,False,False,True,False,False,False,True,False
38,5.263157895,5.263157895,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
31,9.677419355,3.225806452,40.0,0.0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True
33,15.15151515,6.060606061,50.89,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
32,78.125,21.875,35.49,0.004392387,0,0,0,683,-1,True,False,False,False,False,False,False,False,True,False,False
35,74.28571429,14.28571429,57.9,0.057142857,1,0,0,70,-17,False,False,False,False,False,True,False,False,False,False,True
45,2.222222222,0.0,115.58,0.0,1,0,0,0,-22,False,False,True,False,False,False,False,False,False,False,True
23,34.7826087,4.347826087,102.23,0.0,0,0,0,0,-154,True,False,False,False,False,False,False,False,False,False,True
20,15.0,5.0,37.36,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,True,False,False,False
39,33.33333333,5.128205128,59.35,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,100.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
2,100.0,0.0,47.93,0.142857143,1,0,0,14,-4,False,False,False,False,False,True,False,True,False,False,False
45,100.0,13.33333333,160.79,0.092307692,1,0,0,65,-44,False,False,False,False,False,False,True,False,True,False,False
36,8.333333333,0.0,91.72,0.666666667,1,0,0,3,0,False,False,False,False,True,False,False,False,True,False,False
15,100.0,53.33333333,35.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
46,2.173913043,0.0,60.23,0.0,0,0,0,0,-10,False,False,False,False,False,True,False,False,True,False,False
6,100.0,16.66666667,40.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
8,37.5,0.0,35.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
36,52.77777778,13.88888889,49.37,0.05555555556,1,0,0,90,0,False,False,False,False,False,False,True,False,True,False,False
3,100.0,0.0,39.5,0.041450777,0,1,0,193,-296,False,False,False,False,False,True,False,False,False,False,True
5,0.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
29,13.79310345,0.0,40.02,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False
36,13.88888889,2.777777778,53.08,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
45,0.0,0.0,93.33,0.0,0,0,0,0,-2,False,False,False,False,False,True,False,False,False,False,True
16,0.0,0.0,25.0,0.0,0,0,0,0,-71,False,False,False,False,True,False,False,False,True,False,False
44,13.63636364,9.090909091,68.38,0.020408163,1,0,0,98,0,False,False,False,False,False,True,False,False,False,True,False
0,0.0,0.0,49.63,0.0,0,0,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
46,2.173913043,0.0,27.18,0.0,0,0,0,0,-314,False,False,False,False,False,True,False,False,True,False,False
45,66.66666667,0.0,233.79,0.09866666667,1,0,1,1500,-73,False,True,False,False,False,False,False,False,False,True,False
0,0.0,0.0,54.02,0.0,0,0,0,0,-116,False,False,False,False,False,True,False,False,False,True,False
37,48.64864865,18.91891892,48.3,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0.0,135.21,0.0,0,0,0,0,-425,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0.0,40.02,0.0,0,0,0,0,-1105,True,False,False,False,False,False,False,False,False,True,False
6,100.0,50.0,31.0,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
6,50.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
30,76.66666667,23.33333333,23.63,0.217391304,1,0,1,23,0,False,True,False,False,False,False,False,False,False,False,True
30,0.0,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
45,0.0,0.0,46.67,0.071428571,0,0,0,28,-55,False,True,False,False,False,False,False,False,True,False,False
35,71.42857143,11.42857143,50.96,0.222222222,1,0,0,9,0,False,False,False,False,False,False,True,False,True,False,False
46,10.86956522,0.0,50.07,0.007142857,0,0,0,280,-85,True,False,False,False,False,False,False,False,True,False,False
13,76.92307692,7.692307692,44.99,0.0,1,0,0,0,-1,False,False,False,False,False,False,True,False,False,False,True
31,87.09677419,9.677419355,55.2,0.0,0,0,0,0,-1,False,False,False,False,True,False,False,False,False,True,False
16,0.0,0.0,165.95,0.007434944,0,0,0,269,-6,True,False,False,False,False,False,False,False,True,False,False
27,29.62962963,14.81481481,50.26,0.136363636,1,0,0,22,0,False,False,False,False,True,False,False,False,False,False,True
41,70.73170732,0.0,48.81,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
6,33.33333333,33.33333333,54.32,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
47,8.510638298,0.0,95.38,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
